id,name
11380,Nokon Konkavex Schalt- oder Brems-Universal-Set
11385,capgo Noise Protection for Shift Cable Housings
11388,Jagwire Mountain Elite Sealed Shifter Cable Set
11389,Shimano OT-SP41 Stainless Steel Road Shifter Cable Set
11396,Jagwire Road Elite Sealed Shifter Cable Set
11397,Shimano OT-SP41 Polymer Road Shifter Cable Set - Closeout
11419,Shimano EW-WU111 Di2 Wireless Unit
11420,Shimano EW-SD50 Power Cable for Di2
11421,Shimano Di2 BT-DN110 Battery for Internal Mount
11423,Jagwire Ferrules for Shifter/Brake Cables
11425,Magura Shiftmix Handlebar Clamp
11441,Magura Shiftmix 1+2 Handlebar Clamp for Shimano I-Spec / I-Spec II
11449,Jagwire Mini Inline Adjusters for Shifter Cables
11462,Jagwire Sealed Aluminium End Caps for Shifter Cable Housings
11465,Hope Tech 3 Lever Clamps for SRAM Shifters
11475,Shimano Cover Unit for SL-M8000-I I-Spec II
11484,Shimano Upper Cover for SL-M7000-I I-Spec II
11511,Shimano Upper Cover for SL-M780
11512,Problem Solvers Front Derailleur Clamp w/ Pulley for Cyclocross
11513,Shimano Shifter Cable Ferrules - 100 Pack
11521,Jagwire Plastic Ferrules for Shifter Cable Housings - Sealed
11523,Jagwire Sport Mickey Adjusting Barrels
11526,SRAM End Cap Kit
11540,Shimano TL-FD68 Alignment Tool
11851,Tacx Jockey Wheels
11853,KCNC Jockey Wheel System
11854,KCNC Jockey Wheel Alu Schalträdchen - 1 Paar
11860,KCNC Jockey Wheel Alu Schalträdchen - Auslaufmodell
11864,SRAM Derailleur Pulleys for X0 / X7 / X9 Models as of 2005
11868,SRAM Pulley Wheels for X7 / X9 / X0 2010-2011 Models
11869,KCNC Jockey Wheel Ultra Light Schalträdchen
11873,Hope 10-speed Jockey Wheels
11874,Shimano Derailleur Pulleys for SLX Deore 10-speed - 1 Pair
11877,SRAM Derailleur Pulleys for X0 Type 2 / Type 2.1 Models as of 2012
11917,Shimano Deore FD-M590 / FD-M591 66-69 ° 3-/9-speed Front Derailleur
11918,Shimano FD-R8000 2-/11-speed Ultegra Front Derailleur
11924,SRAM X9 High Direct Mount 3-/9-speed Front Derailleur - Closeout
11940,SRAM X5 3-/9-speed Front Derailleur - Closeout
12024,"Marzocchi Bomber Z1 29"" 51 Offset Boost Federgabel"
12150,"Marzocchi Bomber 58 27,5"" Federgabel"
12152,"RockShox Recon RL Solo Air 27.5"" Suspension Fork - 2019 Model"
12159,"Marzocchi Bomber Z1 Boost 27,5"" Federgabel"
12285,"RockShox Recon Silver TK Solo Air 26"" Suspension Fork - 2018 Model"
12292,"RockShox BoXXer World Cup Solo Air 42 Offset 26"" Suspension Fork - Closeout"
12318,RockShox Suspension Fork Pump - 20 bar
12344,"Salsa Firestarter Disc only 29"" Starrgabel"
12352,Ritchey WCS Carbon Road Gabel - Auslaufmodell
12378,RockShox Charger 2.1 RC2 Upgrade Kit for Lyrik B1+ / Yari A1+ as of 2016
12382,RockShox Solo Air Air Shaft Pike / Lyrik / Yari
12383,RockShox PopLoc Remote Lever
12387,Fox Racing Shox Topcap Interface Parts for FIT4 Suspension Fork Models as of 2016
12389,Fox Racing Shox 34 FIT4 Damping Cartridge / Upgrade Cartridge
12390,Fox Racing Shox Token Volume Spacer for 36 Float Suspension Fork Models as of 2018
12394,MRP Ramp Control Upgrade Cartridges
12395,RockShox Charger 2 RCT3 Upgrade Kit for Lyrik / Yari Models as of 2016
12403,RockShox Service Kit (Dust Seals + Foam Rings) for Sektor/Tora/Recon/Reba
12404,RockShox Dust Seals / Foam Rings Service Kit for Judy/Pilot/SID/Dart
12779,"RockShox Paragon Gold RL Solo Air 28"" Disc Suspension Fork"
12785,RockShox Suspension Oil - 5WT Viscostiy
12787,"RockShox Fork Oil, 15 wt Viscosity"
12798,RockShox Spare Spring for BoXXer / Domain Dual Crown
12832,"tubolito Tubo-Road-700c 28"" Tube"
12835,"Schwalbe Tube No. 19A Extralight for 27.5"" / 28"" / 29"" Tyres"
12850,"Schwalbe Tube No. 19 for 27.5"" / 28"" /29"" Tyres - 5 Pack"
12855,Continental Race 28 Tubes Set- 5 Tubes + 2 Free Tire Levers
12860,Continental Race 28 Tube - 25 Tube Set + 2 Free Tyre Levers
12861,Continental Race 28 Tubes - 10 Pack - OEM Packaging
12867,"Michelin A3 Protek Max City Gravel 28"" Tube"
12874,Challenge Latex Cross Tube
12877,Vittoria Lite Tube
12892,"Schwalbe Tube No. 19A Extralight for 27.5"" / 28"" / 29"" Tyres"
12894,"tubolito Tubo-MTB 29"" Tube"
12897,"Schwalbe Tube No. 19 for 27.5"" / 28"" /29"" Tyres - 5 Pack"
12921,"Schwalbe Tube No. 19A Extralight for 27.5"" / 28"" / 29"" Tyres"
12924,"Schwalbe Tube No. 19 for 27.5"" / 28"" /29"" Tyres - 5 Pack"
12927,tubolito Tubo-MTB 27.5+ Tube
12934,Maxxis Plus / Fatbike 27.5+ Tube
12954,Continental MTB 26 Tube
12957,"Michelin C4 Aircomp Latex MTB 26"" Tube"
12976,Continental Race 26 Light Tube
13012,Topeak FlyPaper Glueless Patch Kit
13016,bc basic Smart Kit Patch Set
13040,"Schwalbe Tube No. 7C Extralight for 20"" Tyres"
13088,SQlab 611 Ergowave active Saddle
13097,SQlab 611 CrMo Saddle
13098,Ergon SMC4 Sport Gel Saddle
13100,tune Speedneedle Saddle w/ Alcantara
13101,SQlab 6OX Ergowave active Sattel
13117,Procraft Race Titanium Saddle
13150,SDG Fly MTN Camo Bolt Saddle w/ CroMo Rails
13162,SDG Ti-Fly Storm Sam Hill Saddle
13284,tune Speedneedle Saddle w/ Alcantara
13298,Procraft Race Titanium Saddle
13302,Ritchey Classic Saddle
13337,Fizik Aliante Gamma K:ium Saddle
13357,Fizik Arione R3 K:ium Saddle
13467,Brooks B17 Standard Saddle
13468,Brooks B17 Imperial Saddle
13471,Brooks Cambium C17 Carved All Weather Saddle
13476,Brooks B67 Saddle
13479,Brooks Flyer Saddle
13483,Brooks Flyer Special Saddle
13487,Brooks B15 Swallow Chrome Saddle
13493,Brooks Swift Titanium Saddle
13500,fabric Scoop Shallow Elite Saddle
13506,Selle Italia Turbo 1980 Vintage Nubuk Saddle
13507,Brooks Team Professional Titanium Saddle
13633,Brooks Nylon Raincover for Brooks Saddles
13640,Brooks Rail Clamp
13717,RockShox Monarch RT3 DebonAir Rear Shock
13718,RockShox Monarch RL Rear Shock
13719,RockShox Monarch Plus RC3 DebonAir Rear Shock
13732,RockShox Vivid Air R2C Rear Shock
13738,Cane Creek Double Barrel Air Inline Rear Shock - Closeout
13788,RockShox Suspension Fork Pump - 20 bar
13815,"Fox Racing Shox Steel Coil for DHX 216, 222 mm / Van R 216, 222 mm"
13962,RockShox Eyelet Bushing for 8 mm Struts - Monarch/Kage/Vivid/Ario as of 2010
14028,"Nicolai G1-29 29"" Rahmen"
14044,"Surly Long Haul Trucker 26"" Frameset"
14091,rie:sel frame:guard x Frame Protection
14092,MarshGuard Slapper Tape Chainstay Protection
14096,Lizard Skins Frame Protector Unterrohrschutzfolie L Transparent
14098,BBB TubeSkin BBP-60 Downtube Adhesive Pad
14101,All Mountain Style Frame Guards
14105,Procraft Chainstay Protector Set
14106,Procraft Neo Chainstay Protector
14109,BBB StayGuard BBP-12 Chainstay Protector
14111,PRO Transparent Frame Protector
14115,BBB BikeSkin BBP-50/BBP-51 Frame Protection Set
14118,Lizard Skins Frame Protector Kettenstrebenschutzfolie S Carbon Leather
14140,Ergon Fitting Box
14143,Jagwire Aluminium Sick-On Guides
14145,Syntace VarioSpin Bearing Cups, -1.5° / + 1.5°
14146,Jagwire Plastic Stick-On Guides
14156,Jagwire Mini Tube Tops
14161,Liteville Double Cable Guide for Liteville
14323,Problem Solvers Universal Derailleur Hanger
14568,ride for long distance
14569,saddle is not comfortable
14570,rainy
14580,shipping
14581,maintenance
14582,payment method
14583,package tracking
14585,returns
